id_avaliacao;data;canal;regiao;loja;nota;categoria;texto_avaliacao;sentimento;tema_principal
AV0549;22/04/2023;app;Sudeste;VLR-SP-05;3;vestuario;Produto ok, mas achei o preço um pouco salgado para o que é.;neutro;preço
AV0550;03/10/2024;site;Centro-Oeste;VLR-MS-01;2;vestuario;Meu pedido chegou com 12 dias de atraso e sem nenhuma comunicação.;negativo;entrega
AV0551;06/08/2023;site;Norte;VLR-AC-01;4;calcados;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0552;02/06/2023;app;Centro-Oeste;VLR-MT-01;5;calcados;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0553;20/04/2024;site;Nordeste;VLR-PB-01;4;vestuario;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0554;10/06/2024;app;Centro-Oeste;VLR-MS-01;4;calcados;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0555;30/05/2023;loja_fisica;Nordeste;VLR-PI-01;5;acessorios;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0556;28/08/2023;loja_fisica;Norte;VLR-PA-01;4;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0557;17/02/2023;site;Sul;VLR-RS-03;3;acessorios;Esperava um tamanho M padrão mas veio maior do que o habitual.;neutro;tamanho e caimento
AV0558;27/09/2023;app;Norte;VLR-TO-01;4;calcados;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0559;21/01/2024;loja_fisica;Sudeste;VLR-SP-02;5;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0560;10/09/2024;loja_fisica;Sudeste;VLR-RJ-03;5;calcados;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0561;05/08/2023;loja_fisica;Nordeste;VLR-RN-01;3;calcados;Gostei do produto mas esperava mais pelo valor que paguei.;neutro;preço
AV0562;29/02/2024;loja_fisica;Nordeste;VLR-BA-02;5;calcados;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0563;25/02/2024;app;Sudeste;VLR-MG-02;4;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0564;10/02/2023;loja_fisica;Norte;VLR-PA-02;4;calcados;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0565;31/07/2024;loja_fisica;Nordeste;VLR-PE-01;3;calcados;Esperava um tamanho M padrão mas veio maior do que o habitual.;neutro;tamanho e caimento
AV0566;24/06/2023;loja_fisica;Norte;VLR-RR-01;4;acessorios;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0567;07/06/2024;loja_fisica;Sul;VLR-PR-03;4;calcados;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0568;30/01/2024;site;Centro-Oeste;VLR-GO-01;4;vestuario;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0569;03/06/2023;loja_fisica;Norte;VLR-AP-01;5;calcados;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0570;28/06/2024;app;Nordeste;VLR-BA-01;4;acessorios;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0571;25/11/2024;app;Sudeste;VLR-MG-01;5;calcados;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0572;08/05/2024;site;Centro-Oeste;VLR-MT-01;5;vestuario;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0573;18/09/2023;site;Sul;VLR-PR-02;5;vestuario;Vale muito o preço. Produto durável e bonito.;positivo;qualidade do produto
AV0574;06/01/2023;loja_fisica;Norte;VLR-AC-01;5;vestuario;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0575;20/11/2023;loja_fisica;Sul;VLR-SC-01;1;calcados;Cancelamento negado mesmo dentro do prazo legal. Absurdo.;negativo;troca e devolução
AV0576;02/07/2024;loja_fisica;Norte;VLR-TO-01;5;vestuario;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0577;24/07/2024;loja_fisica;Sul;VLR-SC-01;5;vestuario;Vale muito o preço. Produto durável e bonito.;positivo;qualidade do produto
AV0578;23/12/2024;app;Centro-Oeste;VLR-GO-03;4;calcados;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0579;17/12/2024;site;Nordeste;VLR-AL-01;4;vestuario;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0580;14/12/2024;app;Nordeste;VLR-SE-01;5;calcados;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0581;27/04/2024;site;Sudeste;VLR-SP-02;1;calcados;Atendimento horrível. Esperei 1 hora na fila sem nenhuma atenção.;negativo;atendimento
AV0582;29/01/2024;loja_fisica;Norte;VLR-PA-01;3;calcados;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0583;29/06/2023;loja_fisica;Sul;VLR-PR-01;5;acessorios;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0584;04/02/2023;loja_fisica;Norte;VLR-AP-01;5;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0585;01/11/2024;app;Sul;VLR-PR-01;4;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0586;20/02/2024;site;Norte;VLR-RO-01;5;calcados;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0587;26/07/2024;loja_fisica;Sul;VLR-PR-02;5;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0588;10/04/2024;site;Centro-Oeste;VLR-MS-01;3;acessorios;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0589;30/05/2024;loja_fisica;Norte;VLR-PA-01;4;calcados;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0590;11/08/2024;site;Norte;VLR-AP-01;5;calcados;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0591;14/04/2024;app;Sudeste;VLR-RJ-01;5;acessorios;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0592;14/08/2023;loja_fisica;Sudeste;VLR-ES-01;1;calcados;Me enviaram o produto de outra pessoa. Uma bagunça total.;negativo;entrega
AV0593;27/09/2023;site;Sudeste;VLR-SP-01;4;calcados;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0594;02/07/2023;loja_fisica;Norte;VLR-RO-01;5;vestuario;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0595;30/11/2024;loja_fisica;Centro-Oeste;VLR-GO-02;4;acessorios;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0596;27/07/2023;loja_fisica;Nordeste;VLR-CE-02;3;vestuario;Qualidade razoável para o preço. Não é ruim, mas já vi melhor.;neutro;qualidade do produto
AV0597;10/11/2024;site;Nordeste;VLR-BA-02;2;calcados;SAC demorou 4 dias para me responder e não resolveu meu problema.;negativo;atendimento
AV0598;16/01/2024;site;Norte;VLR-MA-01;4;calcados;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0599;13/08/2024;site;Sul;VLR-SC-02;4;vestuario;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0600;08/02/2024;site;Sul;VLR-PR-01;4;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0601;04/08/2023;app;Norte;VLR-MA-01;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0602;27/09/2023;loja_fisica;Norte;VLR-TO-01;4;vestuario;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0603;04/08/2023;site;Sudeste;VLR-SP-03;3;vestuario;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0604;15/05/2023;loja_fisica;Centro-Oeste;VLR-MT-01;4;vestuario;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0605;03/06/2023;site;Centro-Oeste;VLR-MT-01;4;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0606;30/06/2024;loja_fisica;Nordeste;VLR-PB-01;2;calcados;Troca solicitada e nada resolvido. Atendimento confuso.;negativo;troca e devolução
AV0607;08/12/2024;loja_fisica;Centro-Oeste;VLR-GO-01;5;vestuario;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0608;09/12/2023;site;Nordeste;VLR-PI-01;4;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0609;26/02/2024;app;Centro-Oeste;VLR-GO-03;5;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0610;19/10/2023;loja_fisica;Sul;VLR-PR-03;4;acessorios;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0611;21/10/2023;app;Sul;VLR-PR-02;5;vestuario;Vale muito o preço. Produto durável e bonito.;positivo;preço
AV0612;08/08/2024;app;Nordeste;VLR-PE-01;5;calcados;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0613;28/12/2024;loja_fisica;Norte;VLR-RO-01;3;calcados;Demorou mais do que o prazo informado no site. Precisei acompanhar pelo SAC.;neutro;entrega
AV0614;17/06/2024;loja_fisica;Sudeste;VLR-RJ-01;4;calcados;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0615;15/09/2023;loja_fisica;Nordeste;VLR-AL-01;1;vestuario;Produto nunca chegou. SAC não consegue resolver. Uma vergonha.;negativo;entrega
AV0616;27/01/2023;loja_fisica;Nordeste;VLR-PE-02;2;vestuario;SAC demorou 4 dias para me responder e não resolveu meu problema.;negativo;atendimento
AV0617;04/02/2024;loja_fisica;Norte;VLR-PA-01;4;calcados;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0618;24/06/2023;app;Nordeste;VLR-BA-03;4;vestuario;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0619;07/07/2024;site;Centro-Oeste;VLR-MT-01;3;vestuario;Demorou mais do que o prazo informado no site. Precisei acompanhar pelo SAC.;neutro;entrega
AV0620;03/09/2024;loja_fisica;Sudeste;VLR-MG-01;5;vestuario;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0621;21/08/2023;app;Sul;VLR-RS-01;4;vestuario;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0622;19/06/2024;loja_fisica;Centro-Oeste;VLR-GO-03;3;vestuario;Qualidade razoável para o preço. Não é ruim, mas já vi melhor.;neutro;preço
AV0623;03/05/2024;app;Centro-Oeste;VLR-MT-01;1;acessorios;Produto horrível. Desfiou logo na primeira semana de uso.;negativo;qualidade do produto
AV0624;13/07/2023;site;Sudeste;VLR-SP-01;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0625;23/01/2024;loja_fisica;Sudeste;VLR-ES-01;2;vestuario;A qualidade não condiz com o valor cobrado. Produto muito frágil.;negativo;qualidade do produto
AV0626;28/06/2024;loja_fisica;Norte;VLR-TO-01;3;vestuario;Entrega lenta. Fiquei uma semana além do prazo esperando.;neutro;entrega
AV0627;11/04/2024;site;Nordeste;VLR-CE-02;2;vestuario;Ninguém me atendeu adequadamente na loja. Ambiente desorganizado.;negativo;atendimento
AV0628;01/07/2024;app;Sul;VLR-PR-03;3;vestuario;Tive que trocar de tamanho. A numeração parece inconsistente entre os modelos.;neutro;tamanho e caimento
AV0629;27/08/2023;loja_fisica;Norte;VLR-RR-01;2;calcados;Prazo descumprido e o SAC não conseguiu me dar informações precisas.;negativo;entrega
AV0630;25/05/2024;app;Norte;VLR-TO-01;3;calcados;Entrega lenta. Fiquei uma semana além do prazo esperando.;neutro;entrega
AV0631;06/02/2024;loja_fisica;Norte;VLR-PA-02;5;vestuario;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0632;13/01/2023;loja_fisica;Sudeste;VLR-SP-05;5;calcados;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0633;07/04/2023;site;Sudeste;VLR-SP-01;4;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0634;13/02/2023;app;Sudeste;VLR-RJ-01;3;vestuario;Esperava um tamanho M padrão mas veio maior do que o habitual.;neutro;tamanho e caimento
AV0635;12/08/2023;app;Sudeste;VLR-SP-01;2;acessorios;Prazo descumprido e o SAC não conseguiu me dar informações precisas.;negativo;atendimento
AV0636;10/02/2024;loja_fisica;Sudeste;VLR-SP-05;2;calcados;A costura soltou depois da primeira lavagem. Muito decepcionante.;negativo;qualidade do produto
AV0637;02/04/2023;app;Norte;VLR-PA-02;5;vestuario;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0638;31/12/2023;loja_fisica;Sudeste;VLR-ES-01;4;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0639;22/12/2023;loja_fisica;Norte;VLR-AP-01;3;calcados;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0640;10/02/2023;loja_fisica;Nordeste;VLR-AL-01;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0641;11/07/2023;app;Sudeste;VLR-RJ-03;4;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0642;27/06/2024;loja_fisica;Sudeste;VLR-MG-01;5;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0643;15/10/2024;site;Centro-Oeste;VLR-MT-01;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0644;02/09/2023;site;Nordeste;VLR-CE-03;4;calcados;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0645;07/06/2023;site;Sul;VLR-RS-03;2;calcados;Já enviei o produto para troca e ainda não tenho previsão de retorno.;negativo;troca e devolução
AV0646;14/02/2023;app;Sudeste;VLR-MG-01;2;calcados;O tecido desbotou com poucos usos. Não esperava isso pelo preço pago.;negativo;qualidade do produto
AV0647;19/10/2024;loja_fisica;Norte;VLR-PA-01;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0648;15/08/2023;app;Sudeste;VLR-SP-05;5;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0649;23/03/2023;loja_fisica;Norte;VLR-RR-01;5;acessorios;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0650;26/12/2024;app;Centro-Oeste;VLR-MT-01;5;calcados;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0651;10/08/2023;app;Centro-Oeste;VLR-GO-03;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0652;03/11/2024;app;Norte;VLR-AM-01;4;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0653;15/10/2024;app;Nordeste;VLR-AL-01;4;vestuario;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0654;31/05/2024;site;Sudeste;VLR-SP-03;2;vestuario;O processo de troca é muito lento e burocrático.;negativo;troca e devolução
AV0655;17/07/2024;site;Sul;VLR-RS-01;4;acessorios;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0656;30/07/2024;site;Sudeste;VLR-RJ-01;3;calcados;Produto mediano. Para o preço cobrado, esperava mais acabamento.;neutro;qualidade do produto
AV0657;11/02/2024;site;Sul;VLR-RS-03;3;vestuario;O produto é bonito mas o tamanho ficou um pouco diferente do que esperava. A modelagem é um pouco larga.;neutro;tamanho e caimento
AV0658;16/08/2023;app;Centro-Oeste;VLR-GO-03;4;vestuario;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0659;07/06/2024;site;Norte;VLR-TO-01;5;acessorios;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0660;29/09/2023;loja_fisica;Sul;VLR-RS-01;1;vestuario;Péssima qualidade. O produto veio com defeito de fábrica.;negativo;qualidade do produto
AV0661;11/08/2023;loja_fisica;Nordeste;VLR-MA-02;3;vestuario;Esperava um tamanho M padrão mas veio maior do que o habitual.;neutro;tamanho e caimento
AV0662;08/04/2023;loja_fisica;Sudeste;VLR-MG-02;5;calcados;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0663;27/02/2023;loja_fisica;Centro-Oeste;VLR-MT-01;5;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0664;08/09/2024;loja_fisica;Sudeste;VLR-SP-04;5;calcados;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0665;01/12/2023;loja_fisica;Norte;VLR-AP-01;1;calcados;O atendente do SAC foi extremamente grosseiro e não resolveu nada.;negativo;atendimento
AV0666;01/09/2024;loja_fisica;Nordeste;VLR-PE-01;5;acessorios;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0667;11/12/2023;loja_fisica;Norte;VLR-AC-01;3;vestuario;O caimento não ficou como na foto, mas o produto tem boa qualidade de material.;neutro;tamanho e caimento
AV0668;28/05/2024;app;Sul;VLR-SC-02;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0669;29/10/2024;site;Nordeste;VLR-CE-01;4;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0670;16/03/2024;site;Sul;VLR-SC-01;4;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0671;25/11/2023;loja_fisica;Norte;VLR-RO-01;4;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0672;28/03/2024;site;Norte;VLR-RO-01;2;calcados;Botão saiu na primeira semana. Acabamento muito ruim.;negativo;qualidade do produto
AV0673;29/03/2023;site;Norte;VLR-RO-01;3;vestuario;O produto é bonito mas o tamanho ficou um pouco diferente do que esperava. A modelagem é um pouco larga.;neutro;tamanho e caimento
AV0674;22/10/2023;site;Nordeste;VLR-PB-01;5;calcados;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0675;04/07/2024;loja_fisica;Norte;VLR-RO-01;4;vestuario;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0676;25/05/2023;app;Sul;VLR-RS-03;3;calcados;O caimento não ficou como na foto, mas o produto tem boa qualidade de material.;neutro;tamanho e caimento
AV0677;18/10/2023;site;Sul;VLR-SC-02;4;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0678;07/11/2024;loja_fisica;Centro-Oeste;VLR-GO-01;5;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0679;25/01/2024;loja_fisica;Norte;VLR-AC-01;5;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0680;23/07/2023;site;Norte;VLR-AP-01;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0681;07/02/2024;loja_fisica;Norte;VLR-TO-01;5;vestuario;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0682;28/05/2024;app;Centro-Oeste;VLR-GO-03;3;vestuario;O produto chegou, mas demorou quase o dobro do prazo previsto.;neutro;entrega
AV0683;14/10/2023;site;Centro-Oeste;VLR-GO-01;5;acessorios;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0684;17/06/2024;site;Centro-Oeste;VLR-GO-01;4;calcados;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0685;04/12/2023;app;Nordeste;VLR-CE-02;3;acessorios;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0686;27/07/2023;loja_fisica;Nordeste;VLR-RN-01;2;calcados;A qualidade não condiz com o valor cobrado. Produto muito frágil.;negativo;qualidade do produto
AV0687;01/08/2024;site;Sul;VLR-PR-03;3;calcados;Qualidade razoável para o preço. Não é ruim, mas já vi melhor.;neutro;qualidade do produto
AV0688;30/05/2023;app;Norte;VLR-PA-01;5;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0689;08/10/2023;site;Sudeste;VLR-ES-01;3;acessorios;Gostei do produto mas esperava mais pelo valor que paguei.;neutro;preço
AV0690;19/09/2024;loja_fisica;Norte;VLR-TO-01;1;calcados;Pedi um vestido azul e recebi uma calça bege. Incompetência.;negativo;troca e devolução
AV0691;03/05/2024;loja_fisica;Nordeste;VLR-BA-02;1;calcados;Pedi um vestido azul e recebi uma calça bege. Incompetência.;negativo;entrega
AV0692;18/05/2024;app;Sul;VLR-PR-03;4;acessorios;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0693;04/10/2023;loja_fisica;Nordeste;VLR-SE-01;1;acessorios;Tentei cancelar o pedido e fui completamente ignorada. Péssimo.;negativo;atendimento
AV0694;16/05/2024;site;Nordeste;VLR-PE-02;1;acessorios;Material de baixíssima qualidade. Não vale nem a metade do preço.;negativo;qualidade do produto
AV0695;25/01/2024;loja_fisica;Nordeste;VLR-MA-02;5;calcados;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0696;07/04/2024;site;Sul;VLR-PR-01;4;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0697;01/02/2024;app;Nordeste;VLR-AL-01;3;vestuario;Tive que trocar de tamanho. A numeração parece inconsistente entre os modelos.;neutro;tamanho e caimento
AV0698;08/03/2024;loja_fisica;Centro-Oeste;VLR-GO-03;5;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0699;07/04/2024;app;Norte;VLR-RR-01;5;calcados;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0700;28/02/2024;loja_fisica;Norte;VLR-AP-01;4;vestuario;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0701;03/04/2023;loja_fisica;Norte;VLR-AM-01;4;acessorios;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0702;11/10/2024;app;Nordeste;VLR-BA-02;2;calcados;Solicitei a troca há 15 dias e ainda não recebi o produto substituto.;negativo;troca e devolução
AV0703;25/01/2024;app;Sul;VLR-PR-03;5;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0704;29/05/2023;app;Centro-Oeste;VLR-GO-02;4;vestuario;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0705;05/07/2023;loja_fisica;Sudeste;VLR-RJ-03;5;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0706;25/05/2024;loja_fisica;Nordeste;VLR-BA-01;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0707;28/03/2024;site;Sul;VLR-RS-03;3;vestuario;A numeração do calçado não bateu exatamente. Meu 38 usual ficou apertado.;neutro;tamanho e caimento
AV0708;24/07/2024;loja_fisica;Sul;VLR-SC-02;5;calcados;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0709;03/02/2023;loja_fisica;Nordeste;VLR-BA-01;5;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0710;02/07/2023;loja_fisica;Centro-Oeste;VLR-GO-01;2;vestuario;A qualidade não condiz com o valor cobrado. Produto muito frágil.;negativo;qualidade do produto
AV0711;15/08/2024;app;Sul;VLR-PR-03;5;acessorios;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0712;13/03/2024;site;Norte;VLR-AC-01;3;calcados;Esperava um tamanho M padrão mas veio maior do que o habitual.;neutro;tamanho e caimento
AV0713;28/02/2024;loja_fisica;Sudeste;VLR-SP-05;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0714;25/06/2024;app;Nordeste;VLR-AL-01;2;acessorios;Aguardei mais de 20 dias por um pedido com prazo de 7 dias.;negativo;entrega
AV0715;21/11/2023;site;Sul;VLR-SC-02;5;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0716;23/05/2024;site;Sul;VLR-PR-03;3;calcados;Produto agradável, mas o acabamento poderia ser melhor.;neutro;qualidade do produto
AV0717;02/01/2023;site;Nordeste;VLR-CE-02;3;acessorios;O produto é bonito mas o tamanho ficou um pouco diferente do que esperava. A modelagem é um pouco larga.;neutro;tamanho e caimento
AV0718;29/02/2024;app;Sudeste;VLR-SP-04;2;calcados;Fui mal atendida na loja. A vendedora foi grossa e pouco prestativa.;negativo;atendimento
AV0719;26/07/2023;loja_fisica;Centro-Oeste;VLR-GO-02;5;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0720;27/04/2023;loja_fisica;Norte;VLR-RO-01;4;calcados;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0721;18/07/2023;app;Sudeste;VLR-SP-01;4;calcados;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0722;09/06/2023;site;Sudeste;VLR-ES-01;5;vestuario;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0723;03/11/2023;site;Sudeste;VLR-SP-01;3;calcados;Demorou mais do que o prazo informado no site. Precisei acompanhar pelo SAC.;neutro;atendimento
AV0724;29/12/2023;loja_fisica;Sul;VLR-RS-01;4;calcados;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0725;19/06/2023;site;Centro-Oeste;VLR-MT-01;3;calcados;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0726;19/11/2023;loja_fisica;Sul;VLR-SC-02;5;calcados;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0727;06/11/2023;loja_fisica;Sudeste;VLR-RJ-01;5;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0728;05/04/2023;loja_fisica;Centro-Oeste;VLR-GO-01;4;calcados;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0729;10/05/2024;site;Norte;VLR-PA-02;5;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0730;16/05/2023;loja_fisica;Centro-Oeste;VLR-MS-01;5;calcados;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
